1.1.toyota_sienna	1.0 0.708
adx.4.1.toyota_celica_supra	2.0 0.133
adx.4.1.toyota_ts030_lmp1	1.0 0.371
2.0.toyota_league_cup	1.0 0.314
2.0.toyota_new_vios	3.0 0.171
2.1.toyota_fielder	45.0 8.135
2.1.toyota_want_owners	1.0 0.285
2.1.toyota_zaz	2.0 0.104
4.0.toyota_corolla_gt	5.0 0.468
4.0.weiss_toyota_july_newsletter	1.0 0.858
4.1.imagen_motor_toyota	4.0 3.408
4.1.toyota_sequoia	261.0 24.69
9.beavertontoyotanews.com	3.0 3.0
adx.2.1.toyota_ac	1.0 0.694
adx.4.0.toyota_gets	1.0 0.24
2.0.okezone_autos_mobil_balap_toyota	1.0 0.486
2.0.okezone_autos_mobil_murah_toyota_daihatsu_hanya_dipamerkan	52.0 39.474
2.0.sunshine_toyota_parts_excellence_parts_accessories	13.0 0.715
2.0.takls_toyota_gt	2.0 0.82
2.0.toyota_les_yaris	1.0 0.424
2.0.toyota_perkenalkan_agya	136.0 44.472
2.1.toyota_lmp1	1.0 0.503
2.1.toyota_releases_gt	5.0 1.555
4.0.r15toyota_colorado_alloy	12.0 0.408
4.0.toyota_mr	3.0 1.965
4.0.toyota_texas_bass	168.0 9.565
4.1.toyota_jwp_out	1.0 0.157
adx.4.1.toyota_forced	1.0 0.189
1.0.toyota_motor_manufacturing_canada	1.0 0.062
1.1.toyota_corona	1.0 0.079
2.0.toyota_case	2.0 0.36
2.0.toyota_uk_prius	1.0 0.046
2.1.toyota_didier_leroy	1.0 0.082
2.1.toyota_sponsored_grease	5.0 1.325
2.1.toyota_sports800	2.0 0.162
2.1.toyota_working	1.0 0.587
4.0.camioneta_toyota_doble	1.0 0.308
4.0.toyota_ae101	3.0 0.633
4.0.vendo_camioneta_toyota	1.0 0.446
4.1.custom_toyota_cars	6.0 3.126
4.1.toyota_ft86_subaru	2.0 1.02
adx.2.1.toyota_tf109	2.0 0.048
adx.4.0.toyota_lawsuit_claims	1.0 0.04
adx.4.1.toyota_venza	29.0 1.123
2.0.toyota_dear_qin_previews_vios	9.0 3.258
4.0.blame_toyota	8.0 2.272
4.1.toyota_ft_hs	6.0 0.526
4.1.toyota_sales_strong	7.0 1.099
9.m.peacecountrytoyota.ca	1.0 1.0
adx.2.0.toyota_racing_development	6.0 1.46
adx.2.0.toyota_team_europe	6.0 0.228
adx.2.1.toyota_mark	1.0 0.072
adx.4.1.toyota_corolla_levin	3.0 0.066
adx.4.1.toyota_vehicles	5.0 0.584
2.0.toyota_auris_hsd	21.0 3.25
2.0.toyota_japan	9.0 0.31
2.0.toyota_prices	4.0 1.056
2.1.toyota_drivers	2.0 0.072
2.1.toyota_matures	1.0 0.128
4.0.astra_toyota_agya	202.0 13.419
4.0.okezone_autos_wish_facelift_perkuat_formasi_mpv_toyota	1.0 0.582
9.accessories.toyota.ie	515.0 568.0
adx.4.0.toyota_forklifts_rank_number	1.0 0.237
2.0.panasonic_toyota_racing	32.0 4.096
2.0.stars_project_toyota	1.0 0.081
2.0.toyota_cash	1.0 0.183
2.1.toyota_kijang	10.0 1.256
4.0.toyota_hiring	2.0 0.426
4.1.toyota_releases	23.0 3.475
9.blogtoyotaproductionsystem.blogspot.mx	1.0 1.0
adx.4.0.toyota_kirloskar	1.0 0.212
adx.4.0.toyota_sales_strong	1.0 0.157
adx.4.1.toyota_mr2	5.0 1.523
2.1.toyota_wish	26.0 11.574
4.0.toyota_chinook_motorhome	2.0 0.888
4.0.toyota_focusing	1.0 0.136
4.0.toyota_tis	11.0 0.429
4.1.toyota_pickups	15.0 2.43
9.simcoetoyota.ca	37.0 45.0
adx.2.1.toyota_trucks	10.0 1.135
adx.4.0.google_toyota_intel_disney_view	4.0 0.124
1.1.toyota_echo	1.0 0.26
2.0.grand_new_toyota	2.0 0.15
2.0.toyota_harrier	15.0 5.462
2.0.toyota_increases_tacoma_production	8.0 4.64
2.0.toyota_people_person	1.0 0.56
2.1.terbesar_toyota	1.0 0.257
2.1.toyota_cup	2.0 0.231
2.1.toyota_turned	5.0 1.645
4.0.new_toyota_vehicle	146.0 73.084
4.1.rene_isip_toyota	2.0 0.292
4.1.sunshine_toyota_contact	8.0 4.864
adx.1.1.toyota_corolla	3.0 0.941
adx.2.1.toyota_altezza	5.0 1.586
adx.4.0.toyota_fj	2.0 0.398
adx.4.1.toyota_sports	1.0 0.786
1.0.toyota_allion	2.0 0.861
1.0.toyota_starlet	1.0 0.135
2.0.toyota_lmp1	1.0 0.503
2.1.casey_toyota_offers	19.0 0.399
2.1.toyota_avanza	689.0 267.467
4.0.toyota_accessories	15.0 5.365
4.0.toyota_concert_series	6.0 2.028
4.0.toyota_gt86_car	1.0 0.051
4.1.new_toyota_ft	4.0 1.544
4.1.toyota_ns4_fcv	1.0 0.068
4.1.toyota_partners	2.0 0.53
4.1.toyota_rs2000	61.0 52.638
adx.2.0.toyota_avalon	24.0 7.25
2.0.custom_toyota_cars	1.0 0.521
2.0.siap_luncurkan_toyota_new_alphard	1.0 0.423
2.0.toyota_usa	1.0 0.411
2.1.toyota_cresta	26.0 1.851
4.0.toyota_pakistan	127.0 14.061
4.1.cvt_toyota_toyota	7.0 0.651
4.1.ironic_toyota_print	1.0 0.798
4.1.toyota_industries	1.0 0.039
4.1.toyota_mpv_noah	219.0 19.227
9.pierceytoyota.sensibledriver.com	42.0 43.0
adx.2.0.blitz_compressor_system_supercharger_kit_toyota_zze123_zze123g_sort	1.0 0.113
adx.2.0.toyota_wallpaper	1.0 0.408
adx.2.1.toyota_corolla_levin	7.0 1.496
adx.9.berlincitytoyotame.com	77.0 88.0
1.0.toyota_center	4.0 0.217
2.0.toyota_mini_vci	12.0 5.94
2.1.toyota_ceo	5.0 0.985
2.1.toyota_jzx81	3.0 1.029
2.1.toyota_thaigascar	47.0 4.794
2.1.toyota_ts030_lmp1	39.0 14.469
4.0.toyota_new_estima	91.0 3.731
4.1.driftworks_jzx81_toyota	1.0 0.924
adx.2.0.toyota_mark	1.0 0.072
adx.9.blogtoyotaproductionsystem.blogspot.com	2.0 2.0
1.0.charlesglen_toyota	3.0 1.452
2.1.toyota_fj40	20.0 1.574
4.1.fse_toyota_mark	4.0 0.16
4.1.toyota_probox	77.0 59.675
adx.2.0.toyota_texas_bass_classic_volunteers	1.0 0.824
2.0.dailytech_toyota_talks_plans	100.0 28.5
2.0.toyota_camry	2106.0 580.14
2.0.toyota_oakley_surf_tacoma	1.0 0.568
2.1.roseville_toyota	2.0 0.814
2.1.sims_toyota_northampton	1.0 0.065
2.1.toyota_fortuner	594.0 146.155
2.1.toyota_motor_manufacturing_canada	3.0 0.181
4.0.gambar_mobil_toyota	4.0 4.0
4.1.toyota_gt86	777.0 319.389
adx.9.legacytoyotanews.com	1.0 3.0
2.0.toyota_wish	24.0 11.522
2.1.scion_toyota_gt	1.0 0.054
2.1.toyota_paseo	5.0 1.078
4.0.chandra_toyota	1.0 0.273
4.0.toyota_tacoma	772.0 223.518
4.1.berlin_city_toyota	21.0 3.193
adx.9.1000islandstoyota.com	1.0 3.0
1.0.toyota_echo	1.0 0.26
1.0.toyota_rav4_ev	5.0 1.989
2.0.toyota_corolla_fielder	3.0 0.195
2.1.toyota_previa	96.0 24.286
4.0.carrelli_elevatori_toyota_roma_frontali	4.0 1.684
4.0.ftv_toyota	4.0 0.216
4.0.kiichiro_toyota	1.0 0.136
4.0.marion_toyota	24.0 7.062
4.0.seguridad_toyota	5.0 1.72
4.0.terbaru_toyota_mulai_terkuak	1.0 0.489
4.1.toyota_new_camry	1.0 0.382
adx.2.1.toyota_corporation	107.0 2.237
adx.4.1.toyota_dealers	1.0 0.048
adx.9.herbchamberstoyota.com	7.0 7.0
1.0.toyota_australia	1.0 0.056
2.0.toyota_mr	9.0 5.791
2.1.agencia_toyota	7.0 0.385
2.1.hendrickson_toyota	35.0 5.056
2.1.toyota_etios	381.0 202.397
2.1.toyota_motor_sales_usa	23.0 0.993
adx.9.naples.germaintoyotanews.com	1.0 1.0
2.0.toyota_kodawari	2.0 0.363
2.1.toyota_overtakes_gm	1.0 0.454
2.1.toyota_planning	3.0 0.984
2.1.yaris_hybrid_toyota	3.0 0.312
4.0.philips_toyotacamry_9006bv_philips_toyotacelica_9006bv_philips_toyotacorolla	4.0 1.96
4.1.der_toyota	1.0 0.046
adx.9.toyotafaisalabad.com	1.0 1.0
2.0.toyota_coaster	11.0 4.634
2.0.toyota_platz	2.0 0.934
2.1.toyota_engine	8.0 0.294
4.0.toyota_altezza	44.0 15.938
4.0.toyota_terus_kembangkan_inovasi	1.0 0.498
adx.1.1.toyota_calls_emperor	4.0 1.356
adx.2.0.toyota_earning_profits	7.0 2.674
adx.2.1.toyota_trueno	1.0 0.283
adx.9.northgeorgiatoyota.net	2.0 4.0
1.1.toyota_boshoku_corporation	2.0 0.11
2.0.agya_dari_toyota_siap_diluncurkan	9.0 4.932
2.0.toyota_astra_motor_tam	16.0 0.368
2.0.toyota_fj40	6.0 1.062
2.0.toyota_land_cruiser_prado	131.0 58.102
4.0.jgrmx_toyota	1.0 0.065
4.0.philips_toyotaavensis	4.0 0.488
4.1.toyota_gets	2.0 0.48
adx.2.1.toyota_concert_series	1.0 0.113
2.0.mobil_murah_toyota_agya_indonesia	434.0 220.88
2.0.novidades_toyota	7.0 1.085
4.0.toyota_gt86	765.0 318.902
4.1.sistema_toyota	12.0 0.787
adx.2.1.gulf_states_toyota	4.0 0.136
2.0.berlin_city_toyota	4.0 1.012
2.0.daihatsu_ayla_toyota_agya	10.0 6.53
2.0.toyota_diesel_forklift	3.0 2.324
2.0.toyota_trd	106.0 35.425
2.1.toyota_camry_solara	12.0 3.936
adx.2.0.texas_toyota	4.0 0.148
adx.2.1.toyota_passo	29.0 12.18
1.0.toyota_premio	1.0 0.355
2.0.toyota_athlete_crown_z34	2.0 1.842
2.0.toyota_oem_engine_gasket_kit_ae111	2.0 1.314
2.1.toyota_parts	54.0 13.376
4.0.exclusivetoyota_avanza	2.0 0.09
4.0.intip_sedikit_toyota_agya	1.0 0.318
adx.2.0.toyota_fj	1.0 0.199
adx.4.0.toyota_fj_cruiser	27.0 3.635
1.0.toyota_way	1.0 0.117
2.0.toyota_bountiful_opens	1.0 0.27
4.0.mobil_toyota_agya_toyota_agya	1.0 0.063
4.1.toyota_daihatsu	67.0 2.015
9.destinationtoyota.ca	23.0 24.0
adx.2.1.toyota_boshoku_corporation	1.0 0.11
adx.9.northsidetoyota.com	5.0 5.0
1.0.toyota_corolla_altis	1.0 0.944
1.1.toyota_pakistan	2.0 0.218
2.0.rav4_suvs_toyota	1.0 0.075
2.0.toyota_drifting_accident	3.0 1.041
2.0.toyota_entune	15.0 4.799
2.0.toyota_succeeds	3.0 0.378
4.0.toyota_astra_motor	185.0 11.154
4.0.toyota_autoparts_philippines	2.0 0.162
4.0.toyota_corolla_levin	17.0 8.109
4.1.toyota_raih	114.0 25.08
4.1.toyota_tesla_partnership	1.0 0.304
2.1.toyota_touch	55.0 15.539
adx.2.1.toyota_hilux	55.0 13.543
adx.4.0.toyota_readies_corolla_hatch	1.0 0.422
2.0.innovation_sighting_toyota	2.0 0.568
2.0.toyota_crown	50.0 16.715
2.0.toyota_ready	12.0 0.876
2.0.toyota_truck	6.0 1.503
4.0.new_toyota_coupe	3.0 2.433
4.0.toyota_embraces_anime	3.0 1.908
4.0.toyota_gets	2.0 0.48
4.1.toyota_ae101	3.0 0.633
4.1.warrenton_toyota	169.0 43.621
9.m.toyotaforklift.com	374.0 395.0
adx.4.1.toyota_center	9.0 2.12
2.0.pt_toyota_astra_motor	154.0 19.28
2.0.toyota_mobile_offerings_shopping_tool_app_blackberry_phones	1.0 0.7
4.0.toyota_mark_ii	26.0 19.569
4.0.toyota_service_centres	6.0 0.296
4.1.oem_toyota	13.0 0.488
9.promotoyota.it	4.0 4.0
adx.4.1.toyota_leluxury_edition.you	1.0 0.055
1.1.toyota_prius	20.0 5.43
2.0.cmo_toyota	8.0 1.992
2.0.toyota_supra	1374.0 480.3
4.1.stav_strashko_toyota	1.0 0.085
4.1.toyota_car_reviews	61.0 58.316
4.1.toyota_corolla_sprinter	5.0 3.317
4.1.toyota_safety	4.0 3.696
adx.2.1.toyota_rav4	97.0 35.829
adx.4.1.toyota_avensis	1.0 0.033
2.0.toyota_completes_gazoo_racing_gt	1.0 0.43
2.1.northpoint_toyota	12.0 4.912
4.0.crash_sues_toyota	2.0 0.692
4.1.toyota_research	1.0 0.108
adx.9.woodbinetoyota.ca	4.0 5.0
4.0.mobil_murah_toyota_akan	11.0 1.65
4.0.toyota_agya_mobil_murah_indonesia	98.0 42.042
4.0.toyota_kirloskar_motor_private_limited	14.0 1.176
4.0.toyota_sequoia	40.0 19.416
adx.4.0.toyota_auris	1.0 0.072
2.0.toyota_automobile_museum	3.0 0.57
2.0.toyota_ford_suv	1.0 0.784
2.1.southeast_toyota_distributors	6.0 0.336
2.1.toyota_2000gt	1.0 0.2
2.1.toyota_angler	4.0 0.66
2.1.toyota_model_echo	3.0 0.12
4.0.toyota_certified_used_vehicle	2.0 0.552
4.0.toyota_raih	114.0 25.08
4.1.toyota_hybrids	1.0 0.252
adx.1.1.toyota_motor_manufacturing_canada	1.0 0.062
adx.4.1.toyota_motor_manufacturing_west_virginia	1.0 0.03
adx.9.toyotatacomainsandiego.com	1.0 1.0
1.0.toyota_todos_vendo	1.0 0.236
1.1.toyota_production_system	3.0 0.18
2.0.kericho_toyota	1.0 0.824
2.0.toyota_engines	13.0 2.414
2.1.toyota_price_list	5.0 0.705
2.1.toyota_touch_go	1.0 0.07
4.0.toyota_zaz	4.0 0.208
4.1.toyota_motors	159.0 6.935
4.1.toyota_uk	6.0 0.174
adx.2.0.toyota_ft	1.0 0.427
adx.2.0.toyota_tundra	77.0 20.387
adx.2.1.toyota_service	1.0 0.072
2.1.toyota_hilux_sw4	3.0 0.182
2.1.toyota_land_cruiser	2012.0 462.004
4.0.toyota_trucks	8.0 0.691
4.1.toyota_touch_detailing	1.0 0.696
2.0.pt_toyota_astra_motor_penerimaan	122.0 32.875
2.1.stav_strashko_toyota	1.0 0.085
4.0.metro_toyota	160.0 18.38
4.0.toyota_tsusho_corporation	3.0 0.102
adx.4.0.toyota_corolla_altis	1.0 0.656
2.0.karachi_classified_toyota_car_used_mobiles	1.0 0.05
2.0.nascar_toyota	1.0 0.084
2.0.toyota_auto_salon_amlux_tokyo	1.0 0.521
2.0.toyota_car_reviews	41.0 39.196
2.1.related_links_toyota	1.0 0.046
4.0.northpoint_toyota_fleet_prospect_branch	6.0 2.178
4.0.sistem_hybrid_toyota	1.0 0.381
4.0.used_toyota_gli_cars	2.0 0.126
4.1.new_toyota_rebates	77.0 57.211
4.1.toyota_camry_hybrid	461.0 67.325
4.1.toyota_emitida	2.0 0.258
4.1.toyota_ts030_hybrid	1.0 0.515
adx.2.0.toyota_rav4	78.0 33.731
1.0.simcoe_toyota	1.0 0.404
1.1.toyota_starbox	1.0 0.582
2.0.the_toyota_way	12.0 0.76
2.0.toyota_developing	11.0 2.761
2.0.toyota_forced	5.0 0.945
2.0.toyota_kirloskar_motor_private_limited	6.0 0.504
2.0.toyota_other_models	7.0 0.385
4.0.genuine_toyota	1.0 0.032
9.giaxetoyota.com.vn	27.0 85.0
9.rosevilletoyota.sensibledriver.com	22.0 22.0
adx.4.0.toyota_safety_features_star_safety_system	3.0 2.208
adx.4.1.toyota_rav4_ev	28.0 7.742
adx.9.toyotanation.com	4.0 4.0
2.1.toyota_celica_gt	48.0 11.42
4.0.toyota_accelerator_problems_result	14.0 3.682
4.0.toyota_alphard	119.0 26.01
4.0.volkswagen_overtakes_toyota	3.0 1.128
4.1.copa_toyota	4.0 0.095
adx.4.0.toyota_gt86_scion_fr	1.0 0.42
adx.4.1.toyota_corolla_axio	2.0 0.234
adx.4.1.toyota_premio	1.0 0.062
adx.9.toyotasrusnews.com	1.0 1.0
1.0.toyota_calls_emperor	17.0 5.763
1.1.watch_toyota	1.0 0.046
2.1.toyota_indonesia	9.0 0.891
4.0.toyota_ns4_fcv	1.0 0.068
4.1.ken_styletoyota_yaris	1.0 0.088
4.1.toyota_motor_manufacturing_west_virginia	15.0 0.474
adx.2.0.toyota_concert_series	1.0 0.113
adx.4.0.genuine_toyota_parts_online	1.0 0.24
adx.4.1.toyota_fortuner	1.0 0.03
adx.9.northbaytoyota.com	4.0 4.0
1.1.toyota_hondanissan	1.0 0.067
2.0.memurdan_toyota_gvenlik	1.0 0.04
2.0.toyota_formally_introduces_the_ft	1.0 0.662
2.1.toyota_22re	2.0 0.402
4.0.toyota_cup	1.0 0.093
9.toyotainthenews.com	271.0 300.0
adx.2.0.mongoose_mfc_supports_toyota_techstream_tis	1.0 0.432
2.1.toyota_gives	1.0 0.274
2.1.toyota_industrial_equipment	13.0 4.512
4.0.sa_toyota_quantum_registration_wwd	1.0 0.469
9.woodhavenlexustoyota.net	2.0 2.0
adx.2.0.toyota_corolla_altis	1.0 0.925
adx.2.0.toyota_soarer	1.0 0.049
adx.9.wilsonvilletoyotanews.com	3.0 3.0
1.0.toyota_hilux_surf	1.0 0.051
2.0.natal_toyota	1.0 0.246
2.0.used_toyota_gli_cars	5.0 0.311
2.1.toyota_oem	1.0 0.316
4.0.chevrolet_toyota_mitsubishi	1.0 0.072
4.0.toyota_kills_plans	2.0 0.498
4.1.vs_toyota	1.0 0.574
adx.2.0.near_louisville_toyota_dealer	1.0 0.312
adx.2.1.toyota_caldina	2.0 0.097
1.1.toyota_sharelunker_program	1.0 0.052
2.0.new_toyota_rebates	47.0 34.921
2.0.toyota_auris_hybrid	26.0 15.747
2.0.toyota_sports	17.0 13.362
2.0.toyota_tvcm_reborn	1.0 0.113
2.1.pt_toyota_astra	122.0 13.75
2.1.toyota_clica_st	2.0 1.016
4.0.mobil_murah_toyota_agya_indonesia	401.0 204.816
4.0.toyota_ceo	2.0 0.394
4.0.toyota_code_definition	12.0 0.336
4.1.jgrmx_toyota	1.0 0.065
adx.4.1.toyota_recall	7.0 0.53
1.1.astra_toyota_agya	1.0 0.08
2.1.beaver_toyota	2.0 0.436
2.1.chandra_toyota	3.0 0.819
2.1.toyota_gt86	551.0 193.99
4.0.toyota_2000_gt	9.0 0.441
9.toyotaccessories.com	1.0 1.0
adx.2.0.toyota_oem_engine_gasket_kit_ae111	1.0 0.657
adx.2.0.toyota_way	4.0 0.153
adx.4.1.toyota_recalls	1.0 0.273
2.0.lauren_toyota	7.0 3.671
2.1.toyota_ee	1.0 0.43
4.0.toyota_subaru_toyota_gt	9.0 0.648
4.0.toyota_trueno	6.0 0.188
9.toyotabc.ca	1.0 1.0
adx.2.1.modified_toyota_mr	2.0 0.096
adx.4.0.hendrickson_toyota	6.0 0.756
adx.4.1.toyota_sprinter_trueno	3.0 0.066
1.1.mobil_toyota_agya	1.0 0.102
4.0.toyota_executive	2.0 0.38
4.1.adriel_toyota	156.0 9.6
4.1.toyota_spruces	6.0 2.646
4.1.umw_toyota_motor	14.0 4.388
9.powaytoyotadealer.com	4.0 4.0
adx.2.0.toyota_ts030_lmp1	2.0 0.742
2.0.suspension_toyota	2.0 0.822
2.0.toyota_22re	2.0 0.402
2.1.toyota_corolla	3102.0 916.94
2.1.toyota_uk	6.0 0.392
4.0.service_manager_sunshine_toyota	2.0 0.134
4.0.toyota_championship	1.0 0.162
4.0.toyota_hybrid_system_ii	1.0 0.055
4.0.toyota_trento_via	4.0 1.824
4.1.future_toyotas	1.0 0.483
4.1.toyota_forklifts	1.0 0.043
adx.4.0.toyota_bets	1.0 0.193
adx.9.gatewaytoyota.ca	2.0 2.0
1.1.toyota_yaris	8.0 0.942
2.0.okezone_autos_toyota_minta_mobil_mewah_jangan_minum_premium	2.0 1.148
2.0.toyota_kirloskar	269.0 60.932
2.1.toyota_tis_techstream	12.0 1.68
4.0.mobil_baru_toyota	1.0 0.518
4.1.dieselstation_toyota_ft	1.0 0.063
4.1.toyota_division	8.0 0.216
adx.2.1.toyota_cressida	15.0 0.345
adx.2.1.toyota_rv	1.0 0.06
2.1.vvt_toyota	7.0 0.231
4.0.toyota_agya_pamer_diri	328.0 104.632
4.0.toyota_verso	406.0 193.971
adx.2.1.toyota_celica	26.0 7.326
adx.9.avalonexperience.toyota.com	1.0 1.0
